PhoenixVersion,3.7.2
DQ_relDepth_median_per_region_100cm_WPSG_15,0.344957
DQ_relDepth_median_per_region_100cm_WPSG_16,0.593123
DQ_relDepth_median_per_region_100cm_WPSG_17,0.752774
DQ_relDepth_median_per_region_100cm_WPSG_18,0.505547
DQ_relDepth_median_per_region_100cm_WPSG_19,0.578407
DQ_relDepth_median_per_region_100cm_WPSG_20,0.859574
DQ_relDepth_median_per_region_100cm_WPSG_21,0.597885
DQ_relDepth_median_per_region_100cm_WPSG_22,0.874399
DQ_relDepth_median_per_region_100cm_WPSG_23,0.724088
DQ_relDepth_median_per_region_100cm_WPSG_24,0.738949
DQ_relDepth_median_per_region_100cm_WPSG_25,0.766205
DQ_relDepth_median_per_region_100cm_WPSG_26,0.707958
DQ_relDepth_median_per_region_100cm_WPSG_27,0.443096
DQ_relDepth_median_per_region_100cm_WPSG_28,0.470741
DQ_relDepth_median_per_region_100cm_WPSG_29,0.808259
DQ_relDepth_median_per_region_100cm_WPSG_30,0.791542
DQ_relDepth_median_per_region_100cm_WPSG_31,0.326954
DQ_relDepth_median_per_region_100cm_WPSG_32,0.366283
DQ_relDepth_median_per_region_100cm_WPSG_33,0.879982
DQ_relDepth_median_per_region_100cm_WPSG_34,0.614659
DQ_relDepth_median_per_region_100cm_WPSG_35,0.596713
DQ_relDepth_median_per_region_100cm_WPSG_36,0.725935
DQ_relDepth_95th_per_region_100cm_WPSG_01,2.18386
DQ_relDepth_95th_per_region_100cm_WPSG_02,1.43504
DQ_relDepth_95th_per_region_100cm_WPSG_03,1.57869
DQ_relDepth_95th_per_region_100cm_WPSG_04,2.06868
DQ_relDepth_95th_per_region_100cm_WPSG_05,1.61111
DQ_relDepth_95th_per_region_100cm_WPSG_06,1.43475
DQ_relDepth_95th_per_region_100cm_WPSG_07,1.764
DQ_relDepth_95th_per_region_100cm_WPSG_08,2.32937
DQ_relDepth_95th_per_region_100cm_WPSG_09,1.99296
DQ_relDepth_95th_per_region_100cm_WPSG_10,1.99779
DQ_relDepth_95th_per_region_100cm_WPSG_11,1.60052
DQ_relDepth_95th_per_region_100cm_WPSG_12,1.63991
DQ_relDepth_95th_per_region_100cm_WPSG_13,1.99558
DQ_relDepth_95th_per_region_100cm_WPSG_14,2.34474
DQ_relDepth_95th_per_region_100cm_WPSG_15,1.13975
DQ_relDepth_95th_per_region_100cm_WPSG_16,0.999833
DQ_relDepth_95th_per_region_100cm_WPSG_17,1.84234
DQ_relDepth_95th_per_region_100cm_WPSG_18,1.98712
DQ_relDepth_95th_per_region_100cm_WPSG_19,1.28996
DQ_relDepth_95th_per_region_100cm_WPSG_20,2.4797
DQ_relDepth_95th_per_region_100cm_WPSG_21,1.9277
DQ_relDepth_95th_per_region_100cm_WPSG_22,2.20539
DQ_relDepth_95th_per_region_100cm_WPSG_23,1.16209
DQ_relDepth_95th_per_region_100cm_WPSG_24,2.69442
DQ_relDepth_95th_per_region_100cm_WPSG_25,2.78705
DQ_relDepth_95th_per_region_100cm_WPSG_26,2.88193
DQ_relDepth_95th_per_region_100cm_WPSG_27,1.7351
DQ_relDepth_95th_per_region_100cm_WPSG_28,1.67651
DQ_relDepth_95th_per_region_100cm_WPSG_29,2.20257
DQ_relDepth_95th_per_region_100cm_WPSG_30,2.03291
DQ_relDepth_95th_per_region_100cm_WPSG_31,2.00628
DQ_relDepth_95th_per_region_100cm_WPSG_32,1.50767
DQ_relDepth_95th_per_region_100cm_WPSG_33,2.00878
DQ_relDepth_95th_per_region_100cm_WPSG_34,1.46532
DQ_relDepth_95th_per_region_100cm_WPSG_35,1.79204
DQ_relDepth_95th_per_region_100cm_WPSG_36,1.34919
DQ_relDepth_95th_FOV_100cm_WPSG,1.92395
DQ_PD_median_per_region_30cm_NPSRF_01,1
DQ_PD_median_per_region_30cm_NPSRF_02,1
DQ_PD_median_per_region_30cm_NPSRF_03,1
DQ_PD_median_per_region_30cm_NPSRF_04,1
DQ_PD_median_per_region_30cm_NPSRF_05,1
DQ_PD_median_per_region_30cm_NPSRF_06,1
DQ_PD_median_per_region_30cm_NPSRF_07,1
DQ_PD_median_per_region_30cm_NPSRF_08,1
DQ_PD_median_per_region_30cm_NPSRF_09,1
DQ_PD_median_per_region_30cm_NPSRF_10,1
DQ_PD_median_per_region_30cm_NPSRF_11,1
DQ_PD_median_per_region_30cm_NPSRF_12,1
DQ_PD_median_per_region_30cm_NPSRF_13,1
DQ_PD_median_per_region_30cm_NPSRF_14,1
DQ_PD_median_per_region_30cm_NPSRF_15,1
DQ_PD_median_per_region_30cm_NPSRF_16,1
DQ_PD_median_per_region_30cm_NPSRF_17,1
DQ_PD_median_per_region_30cm_NPSRF_18,1
DQ_PD_median_per_region_30cm_NPSRF_19,1
DQ_PD_median_per_region_30cm_NPSRF_20,1
DQ_PD_median_per_region_30cm_NPSRF_21,1
DQ_PD_median_per_region_30cm_NPSRF_22,1
DQ_PD_median_per_region_30cm_NPSRF_23,1
DQ_PD_median_per_region_30cm_NPSRF_24,1
DQ_PD_median_per_region_30cm_NPSRF_25,1
DQ_PD_median_per_region_30cm_NPSRF_26,1
DQ_PD_median_per_region_30cm_NPSRF_27,1
DQ_PD_median_per_region_30cm_NPSRF_28,1
DQ_PD_median_per_region_30cm_NPSRF_29,1
DQ_PD_median_per_region_30cm_NPSRF_30,1
DQ_PD_median_per_region_30cm_NPSRF_31,1
DQ_PD_median_per_region_30cm_NPSRF_32,1
DQ_PD_median_per_region_30cm_NPSRF_33,1
DQ_PD_median_per_region_30cm_NPSRF_34,1
DQ_PD_median_per_region_30cm_NPSRF_35,1
DQ_PD_median_per_region_30cm_NPSRF_36,1
DQ_PD_95th_per_region_30cm_NPSRF_01,1
DQ_PD_95th_per_region_30cm_NPSRF_02,1
DQ_PD_95th_per_region_30cm_NPSRF_03,1
DQ_PD_95th_per_region_30cm_NPSRF_04,1
DQ_PD_95th_per_region_30cm_NPSRF_05,1
DQ_PD_95th_per_region_30cm_NPSRF_06,1
DQ_PD_95th_per_region_30cm_NPSRF_07,1
DQ_PD_95th_per_region_30cm_NPSRF_08,1
DQ_PD_95th_per_region_30cm_NPSRF_09,1
DQ_PD_95th_per_region_30cm_NPSRF_10,1
DQ_PD_95th_per_region_30cm_NPSRF_11,1
DQ_PD_95th_per_region_30cm_NPSRF_12,1
DQ_PD_95th_per_region_30cm_NPSRF_13,1
DQ_PD_95th_per_region_30cm_NPSRF_14,1
DQ_PD_95th_per_region_30cm_NPSRF_15,1
DQ_PD_95th_per_region_30cm_NPSRF_16,1
DQ_PD_95th_per_region_30cm_NPSRF_17,1
DQ_PD_95th_per_region_30cm_NPSRF_18,1
DQ_PD_95th_per_region_30cm_NPSRF_19,1
DQ_PD_95th_per_region_30cm_NPSRF_20,1
DQ_PD_95th_per_region_30cm_NPSRF_21,1
DQ_PD_95th_per_region_30cm_NPSRF_22,1
DQ_PD_95th_per_region_30cm_NPSRF_23,1
DQ_PD_95th_per_region_30cm_NPSRF_24,1
DQ_PD_95th_per_region_30cm_NPSRF_25,1
DQ_PD_95th_per_region_30cm_NPSRF_26,1
DQ_PD_95th_per_region_30cm_NPSRF_27,1
DQ_PD_95th_per_region_30cm_NPSRF_28,1
DQ_PD_95th_per_region_30cm_NPSRF_29,1
DQ_PD_95th_per_region_30cm_NPSRF_30,1
DQ_PD_95th_per_region_30cm_NPSRF_31,1
DQ_PD_95th_per_region_30cm_NPSRF_32,1
DQ_PD_95th_per_region_30cm_NPSRF_33,1
DQ_PD_95th_per_region_30cm_NPSRF_34,1
DQ_PD_95th_per_region_30cm_NPSRF_35,1
DQ_PD_95th_per_region_30cm_NPSRF_36,1
DQ_PD_95th_FOV_30cm_NPSRF,1
DQ_FAR_median_per_region_30cm_NPSRF_01,0
DQ_FAR_median_per_region_30cm_NPSRF_02,0
DQ_FAR_median_per_region_30cm_NPSRF_03,0
DQ_FAR_median_per_region_30cm_NPSRF_04,0
DQ_FAR_median_per_region_30cm_NPSRF_05,0
DQ_FAR_median_per_region_30cm_NPSRF_06,0
DQ_FAR_median_per_region_30cm_NPSRF_07,0
DQ_FAR_median_per_region_30cm_NPSRF_08,0
DQ_FAR_median_per_region_30cm_NPSRF_09,0
DQ_FAR_median_per_region_30cm_NPSRF_10,0
DQ_FAR_median_per_region_30cm_NPSRF_11,0
DQ_FAR_median_per_region_30cm_NPSRF_12,0
DQ_FAR_median_per_region_30cm_NPSRF_13,0
DQ_FAR_median_per_region_30cm_NPSRF_14,0
DQ_FAR_median_per_region_30cm_NPSRF_15,0
DQ_FAR_median_per_region_30cm_NPSRF_16,0
DQ_FAR_median_per_region_30cm_NPSRF_17,0
DQ_FAR_median_per_region_30cm_NPSRF_18,0
DQ_FAR_median_per_region_30cm_NPSRF_19,0
DQ_FAR_median_per_region_30cm_NPSRF_20,0
DQ_FAR_median_per_region_30cm_NPSRF_21,0
DQ_FAR_median_per_region_30cm_NPSRF_22,0
DQ_FAR_median_per_region_30cm_NPSRF_23,0
DQ_FAR_median_per_region_30cm_NPSRF_24,0
DQ_FAR_median_per_region_30cm_NPSRF_25,0
DQ_FAR_median_per_region_30cm_NPSRF_26,0
DQ_FAR_median_per_region_30cm_NPSRF_27,0
DQ_FAR_median_per_region_30cm_NPSRF_28,0
DQ_FAR_median_per_region_30cm_NPSRF_29,0
DQ_FAR_median_per_region_30cm_NPSRF_30,0
DQ_FAR_median_per_region_30cm_NPSRF_31,0
DQ_FAR_median_per_region_30cm_NPSRF_32,0
DQ_FAR_median_per_region_30cm_NPSRF_33,0
DQ_FAR_median_per_region_30cm_NPSRF_34,0
DQ_FAR_median_per_region_30cm_NPSRF_35,0
DQ_FAR_median_per_region_30cm_NPSRF_36,0
DQ_FAR_95th_per_region_30cm_NPSRF_01,0
DQ_FAR_95th_per_region_30cm_NPSRF_02,0
DQ_FAR_95th_per_region_30cm_NPSRF_03,0
DQ_FAR_95th_per_region_30cm_NPSRF_04,0
DQ_FAR_95th_per_region_30cm_NPSRF_05,0
DQ_FAR_95th_per_region_30cm_NPSRF_06,0
DQ_FAR_95th_per_region_30cm_NPSRF_07,0
DQ_FAR_95th_per_region_30cm_NPSRF_08,0
DQ_FAR_95th_per_region_30cm_NPSRF_09,0
DQ_FAR_95th_per_region_30cm_NPSRF_10,0
DQ_FAR_95th_per_region_30cm_NPSRF_11,0
DQ_FAR_95th_per_region_30cm_NPSRF_12,0
DQ_FAR_95th_per_region_30cm_NPSRF_13,0
DQ_FAR_95th_per_region_30cm_NPSRF_14,0
DQ_FAR_95th_per_region_30cm_NPSRF_15,0
DQ_FAR_95th_per_region_30cm_NPSRF_16,0
DQ_FAR_95th_per_region_30cm_NPSRF_17,0
DQ_FAR_95th_per_region_30cm_NPSRF_18,0
DQ_FAR_95th_per_region_30cm_NPSRF_19,0
DQ_FAR_95th_per_region_30cm_NPSRF_20,0
DQ_FAR_95th_per_region_30cm_NPSRF_21,0
DQ_FAR_95th_per_region_30cm_NPSRF_22,0
DQ_FAR_95th_per_region_30cm_NPSRF_23,0
DQ_FAR_95th_per_region_30cm_NPSRF_24,0
DQ_FAR_95th_per_region_30cm_NPSRF_25,0
DQ_FAR_95th_per_region_30cm_NPSRF_26,0
DQ_FAR_95th_per_region_30cm_NPSRF_27,0
DQ_FAR_95th_per_region_30cm_NPSRF_28,0
DQ_FAR_95th_per_region_30cm_NPSRF_29,0
DQ_FAR_95th_per_region_30cm_NPSRF_30,0
DQ_FAR_95th_per_region_30cm_NPSRF_31,0
DQ_FAR_95th_per_region_30cm_NPSRF_32,0
DQ_FAR_95th_per_region_30cm_NPSRF_33,0
DQ_FAR_95th_per_region_30cm_NPSRF_34,0
DQ_FAR_95th_per_region_30cm_NPSRF_35,0
DQ_FAR_95th_per_region_30cm_NPSRF_36,0
DQ_FAR_95th_FOV_30cm_NPSRF,0
DQ_precision_worst_FOV_30cm_NPSRF,0.330213
DQ_precision_worst_FOV_NoCorners_30cm_NPSRF,0.330213
DQ_precision_median_per_region_30cm_NPSRF_01,0.138613
DQ_precision_median_per_region_30cm_NPSRF_02,0.165371
DQ_precision_median_per_region_30cm_NPSRF_03,0.151588
DQ_precision_median_per_region_30cm_NPSRF_04,0.158511
DQ_precision_median_per_region_30cm_NPSRF_05,0.13694
DQ_precision_median_per_region_30cm_NPSRF_06,0.11965
DQ_precision_median_per_region_30cm_NPSRF_07,0.125766
DQ_precision_median_per_region_30cm_NPSRF_08,0.166724
DQ_precision_median_per_region_30cm_NPSRF_09,0.177703
DQ_precision_median_per_region_30cm_NPSRF_10,0.170748
DQ_precision_median_per_region_30cm_NPSRF_11,0.156289
DQ_precision_median_per_region_30cm_NPSRF_12,0.195173
DQ_precision_median_per_region_30cm_NPSRF_13,0.145371
DQ_precision_median_per_region_30cm_NPSRF_14,0.144011
DQ_precision_median_per_region_30cm_NPSRF_15,0.132357
DQ_precision_median_per_region_30cm_NPSRF_16,0.128188
DQ_precision_median_per_region_30cm_NPSRF_17,0.11179
DQ_precision_median_per_region_30cm_NPSRF_18,0.109944
DQ_precision_median_per_region_30cm_NPSRF_19,0.114313
DQ_precision_median_per_region_30cm_NPSRF_20,0.128549
DQ_precision_median_per_region_30cm_NPSRF_21,0.138398
DQ_precision_median_per_region_30cm_NPSRF_22,0.113772
DQ_precision_median_per_region_30cm_NPSRF_23,0.151167
DQ_precision_median_per_region_30cm_NPSRF_24,0.160971
DQ_precision_median_per_region_30cm_NPSRF_25,0.128534
DQ_precision_median_per_region_30cm_NPSRF_26,0.162834
DQ_precision_median_per_region_30cm_NPSRF_27,0.132247
DQ_precision_median_per_region_30cm_NPSRF_28,0.166266
DQ_precision_median_per_region_30cm_NPSRF_29,0.136434
DQ_precision_median_per_region_30cm_NPSRF_30,0.146699
DQ_precision_median_per_region_30cm_NPSRF_31,0.139462
DQ_precision_median_per_region_30cm_NPSRF_32,0.138556
DQ_precision_median_per_region_30cm_NPSRF_33,0.131713
DQ_precision_median_per_region_30cm_NPSRF_34,0.144312
DQ_precision_median_per_region_30cm_NPSRF_35,0.150162
DQ_precision_median_per_region_30cm_NPSRF_36,0.17737
DQ_precision_95th_per_region_30cm_NPSRF_01,0.213172
DQ_precision_95th_per_region_30cm_NPSRF_02,0.239605
DQ_precision_95th_per_region_30cm_NPSRF_03,0.214475
DQ_precision_95th_per_region_30cm_NPSRF_04,0.226031
DQ_precision_95th_per_region_30cm_NPSRF_05,0.175089
DQ_precision_95th_per_region_30cm_NPSRF_06,0.185585
DQ_precision_95th_per_region_30cm_NPSRF_07,0.198868
DQ_precision_95th_per_region_30cm_NPSRF_08,0.240549
DQ_precision_95th_per_region_30cm_NPSRF_09,0.265106
DQ_precision_95th_per_region_30cm_NPSRF_10,0.273712
DQ_precision_95th_per_region_30cm_NPSRF_11,0.256208
DQ_precision_95th_per_region_30cm_NPSRF_12,0.322255
DQ_precision_95th_per_region_30cm_NPSRF_13,0.175026
DQ_precision_95th_per_region_30cm_NPSRF_14,0.233753
DQ_precision_95th_per_region_30cm_NPSRF_15,0.192975
DQ_precision_95th_per_region_30cm_NPSRF_16,0.253898
DQ_precision_95th_per_region_30cm_NPSRF_17,0.197975
DQ_precision_95th_per_region_30cm_NPSRF_18,0.160798
DQ_precision_95th_per_region_30cm_NPSRF_19,0.170478
DQ_precision_95th_per_region_30cm_NPSRF_20,0.182383
DQ_precision_95th_per_region_30cm_NPSRF_21,0.19321
DQ_precision_95th_per_region_30cm_NPSRF_22,0.157881
DQ_precision_95th_per_region_30cm_NPSRF_23,0.204848
DQ_precision_95th_per_region_30cm_NPSRF_24,0.244166
DQ_precision_95th_per_region_30cm_NPSRF_25,0.217039
DQ_precision_95th_per_region_30cm_NPSRF_26,0.275461
DQ_precision_95th_per_region_30cm_NPSRF_27,0.210068
DQ_precision_95th_per_region_30cm_NPSRF_28,0.242481
DQ_precision_95th_per_region_30cm_NPSRF_29,0.196711
DQ_precision_95th_per_region_30cm_NPSRF_30,0.195032
DQ_precision_95th_per_region_30cm_NPSRF_31,0.201638
DQ_precision_95th_per_region_30cm_NPSRF_32,0.224774
DQ_precision_95th_per_region_30cm_NPSRF_33,0.233099
DQ_precision_95th_per_region_30cm_NPSRF_34,0.233832
DQ_precision_95th_per_region_30cm_NPSRF_35,0.218164
DQ_precision_95th_per_region_30cm_NPSRF_36,0.298378
DQ_precision_95th_FOV_30cm_NPSRF,0.229449
DQ_Rx2chart_tilt_x_deg_30cm_NPSRF,0.0667948
DQ_Rx2chart_tilt_y_deg_30cm_NPSRF,-0.220134
DQ_RefIntensity_30cm_NPSRF_1,0.0280791
DQ_RefIntensity_30cm_NPSRF_2,0.0216911
DQ_RefIntensity_30cm_NPSRF_3,0.0202079
DQ_RefIntensity_30cm_NPSRF_4,0.0150106
DQ_RefIntensity_30cm_NPSRF_5,0.0218693
DQ_RefIntensity_30cm_NPSRF_6,0.017443
DQ_RefIntensity_30cm_NPSRF_7,0.0181488
DQ_RefIntensity_30cm_NPSRF_8,0.0143836
DQ_mean_temp_30cm_NPSRF,40.8633
DQ_mean_vbd_30cm_NPSRF,410.775
DQ_range_temp_30cm_NPSRF,0.820312
DQ_range_vbd_30cm_NPSRF,11
DQ_CAL_noise_median_per_region_30cm_NPSRF_01,0.115773
DQ_CAL_noise_median_per_region_30cm_NPSRF_02,0.143102
DQ_CAL_noise_median_per_region_30cm_NPSRF_03,0.161698
DQ_CAL_noise_median_per_region_30cm_NPSRF_04,0.111339
DQ_CAL_noise_median_per_region_30cm_NPSRF_05,0.104487
DQ_CAL_noise_median_per_region_30cm_NPSRF_06,0.135894
DQ_CAL_noise_median_per_region_30cm_NPSRF_07,0.152574
DQ_CAL_noise_median_per_region_30cm_NPSRF_08,0.119056
DQ_CAL_noise_median_per_region_30cm_NPSRF_09,0.10689
DQ_CAL_noise_median_per_region_30cm_NPSRF_10,0.13593
DQ_CAL_noise_median_per_region_30cm_NPSRF_11,0.163847
DQ_CAL_noise_median_per_region_30cm_NPSRF_12,0.127178
DQ_CAL_noise_median_per_region_30cm_NPSRF_13,0.099856
DQ_CAL_noise_median_per_region_30cm_NPSRF_14,0.143327
DQ_CAL_noise_median_per_region_30cm_NPSRF_15,0.158822
DQ_CAL_noise_median_per_region_30cm_NPSRF_16,0.114725
DQ_CAL_noise_median_per_region_30cm_NPSRF_17,0.104768
DQ_CAL_noise_median_per_region_30cm_NPSRF_18,0.134529
DQ_CAL_noise_median_per_region_30cm_NPSRF_19,0.156833
DQ_CAL_noise_median_per_region_30cm_NPSRF_20,0.108223
DQ_CAL_noise_median_per_region_30cm_NPSRF_21,0.101268
DQ_CAL_noise_median_per_region_30cm_NPSRF_22,0.132593
DQ_CAL_noise_median_per_region_30cm_NPSRF_23,0.154324
DQ_CAL_noise_median_per_region_30cm_NPSRF_24,0.118205
DQ_CAL_noise_median_per_region_30cm_NPSRF_25,0.0997612
DQ_CAL_noise_median_per_region_30cm_NPSRF_26,0.140285
DQ_CAL_noise_median_per_region_30cm_NPSRF_27,0.159013
DQ_CAL_noise_median_per_region_30cm_NPSRF_28,0.109328
DQ_CAL_noise_median_per_region_30cm_NPSRF_29,0.0982688
DQ_CAL_noise_median_per_region_30cm_NPSRF_30,0.139942
DQ_CAL_noise_median_per_region_30cm_NPSRF_31,0.158568
DQ_CAL_noise_median_per_region_30cm_NPSRF_32,0.10254
DQ_CAL_noise_median_per_region_30cm_NPSRF_33,0.0997875
DQ_CAL_noise_median_per_region_30cm_NPSRF_34,0.139574
DQ_CAL_noise_median_per_region_30cm_NPSRF_35,0.167172
DQ_CAL_noise_median_per_region_30cm_NPSRF_36,0.119223
DQ_CAL_noise_95th_per_region_30cm_NPSRF_01,0.130293
DQ_CAL_noise_95th_per_region_30cm_NPSRF_02,0.165716
DQ_CAL_noise_95th_per_region_30cm_NPSRF_03,0.179433
DQ_CAL_noise_95th_per_region_30cm_NPSRF_04,0.141747
DQ_CAL_noise_95th_per_region_30cm_NPSRF_05,0.121751
DQ_CAL_noise_95th_per_region_30cm_NPSRF_06,0.15855
DQ_CAL_noise_95th_per_region_30cm_NPSRF_07,0.174496
DQ_CAL_noise_95th_per_region_30cm_NPSRF_08,0.139837
DQ_CAL_noise_95th_per_region_30cm_NPSRF_09,0.151839
DQ_CAL_noise_95th_per_region_30cm_NPSRF_10,0.161357
DQ_CAL_noise_95th_per_region_30cm_NPSRF_11,0.193848
DQ_CAL_noise_95th_per_region_30cm_NPSRF_12,0.148305
DQ_CAL_noise_95th_per_region_30cm_NPSRF_13,0.121182
DQ_CAL_noise_95th_per_region_30cm_NPSRF_14,0.162626
DQ_CAL_noise_95th_per_region_30cm_NPSRF_15,0.170766
DQ_CAL_noise_95th_per_region_30cm_NPSRF_16,0.141884
DQ_CAL_noise_95th_per_region_30cm_NPSRF_17,0.143741
DQ_CAL_noise_95th_per_region_30cm_NPSRF_18,0.176502
DQ_CAL_noise_95th_per_region_30cm_NPSRF_19,0.17761
DQ_CAL_noise_95th_per_region_30cm_NPSRF_20,0.125826
DQ_CAL_noise_95th_per_region_30cm_NPSRF_21,0.129291
DQ_CAL_noise_95th_per_region_30cm_NPSRF_22,0.151814
DQ_CAL_noise_95th_per_region_30cm_NPSRF_23,0.179377
DQ_CAL_noise_95th_per_region_30cm_NPSRF_24,0.137502
DQ_CAL_noise_95th_per_region_30cm_NPSRF_25,0.128807
DQ_CAL_noise_95th_per_region_30cm_NPSRF_26,0.177677
DQ_CAL_noise_95th_per_region_30cm_NPSRF_27,0.191773
DQ_CAL_noise_95th_per_region_30cm_NPSRF_28,0.131367
DQ_CAL_noise_95th_per_region_30cm_NPSRF_29,0.114749
DQ_CAL_noise_95th_per_region_30cm_NPSRF_30,0.160661
DQ_CAL_noise_95th_per_region_30cm_NPSRF_31,0.188357
DQ_CAL_noise_95th_per_region_30cm_NPSRF_32,0.142775
DQ_CAL_noise_95th_per_region_30cm_NPSRF_33,0.131992
DQ_CAL_noise_95th_per_region_30cm_NPSRF_34,0.165951
DQ_CAL_noise_95th_per_region_30cm_NPSRF_35,0.189616
DQ_CAL_noise_95th_per_region_30cm_NPSRF_36,0.143852
DQ_CAL_noise_95th_FOV_30cm_NPSRF,0.172293
DQ_absDepth_median_per_region_30cm_NPSRF_01,0.586859
DQ_absDepth_median_per_region_30cm_NPSRF_02,0.500548
DQ_absDepth_median_per_region_30cm_NPSRF_03,0.0990677
DQ_absDepth_median_per_region_30cm_NPSRF_04,0.309016
DQ_absDepth_median_per_region_30cm_NPSRF_05,0.486092
DQ_absDepth_median_per_region_30cm_NPSRF_06,0.492648
DQ_absDepth_median_per_region_30cm_NPSRF_07,0.571826
DQ_absDepth_median_per_region_30cm_NPSRF_08,0.3257
DQ_absDepth_median_per_region_30cm_NPSRF_09,0.0552795
DQ_absDepth_median_per_region_30cm_NPSRF_10,0.240439
DQ_absDepth_median_per_region_30cm_NPSRF_11,0.0240662
DQ_absDepth_median_per_region_30cm_NPSRF_12,0.13166
DQ_absDepth_median_per_region_30cm_NPSRF_13,-0.0368134
DQ_absDepth_median_per_region_30cm_NPSRF_14,-0.0910919
DQ_absDepth_median_per_region_30cm_NPSRF_15,-0.804802
DQ_absDepth_median_per_region_30cm_NPSRF_16,-0.181149
DQ_absDepth_median_per_region_30cm_NPSRF_17,-0.793674
DQ_absDepth_median_per_region_30cm_NPSRF_18,-0.903729
DQ_absDepth_median_per_region_30cm_NPSRF_19,-0.584468
DQ_absDepth_median_per_region_30cm_NPSRF_20,-0.864944
DQ_absDepth_median_per_region_30cm_NPSRF_21,0.059166
DQ_absDepth_median_per_region_30cm_NPSRF_22,-0.228883
DQ_absDepth_median_per_region_30cm_NPSRF_23,-0.404686
DQ_absDepth_median_per_region_30cm_NPSRF_24,-0.503267
DQ_absDepth_median_per_region_30cm_NPSRF_25,-0.400621
DQ_absDepth_median_per_region_30cm_NPSRF_26,-0.330417
DQ_absDepth_median_per_region_30cm_NPSRF_27,-0.202396
DQ_absDepth_median_per_region_30cm_NPSRF_28,-0.549561
DQ_absDepth_median_per_region_30cm_NPSRF_29,-0.158894
DQ_absDepth_median_per_region_30cm_NPSRF_30,-0.718494
DQ_absDepth_median_per_region_30cm_NPSRF_31,-0.785509
DQ_absDepth_median_per_region_30cm_NPSRF_32,-0.671977
DQ_absDepth_median_per_region_30cm_NPSRF_33,-0.698827
DQ_absDepth_median_per_region_30cm_NPSRF_34,-0.627301
DQ_absDepth_median_per_region_30cm_NPSRF_35,-0.943584
DQ_absDepth_median_per_region_30cm_NPSRF_36,-0.931076
DQ_absDepth_95th_per_region_30cm_NPSRF_01,1.6258
DQ_absDepth_95th_per_region_30cm_NPSRF_02,1.69347
DQ_absDepth_95th_per_region_30cm_NPSRF_03,1.54547
DQ_absDepth_95th_per_region_30cm_NPSRF_04,1.3334
DQ_absDepth_95th_per_region_30cm_NPSRF_05,1.18011
DQ_absDepth_95th_per_region_30cm_NPSRF_06,1.47959
DQ_absDepth_95th_per_region_30cm_NPSRF_07,1.41968
DQ_absDepth_95th_per_region_30cm_NPSRF_08,1.6212
DQ_absDepth_95th_per_region_30cm_NPSRF_09,1.46226
DQ_absDepth_95th_per_region_30cm_NPSRF_10,1.9464
DQ_absDepth_95th_per_region_30cm_NPSRF_11,0.974699
DQ_absDepth_95th_per_region_30cm_NPSRF_12,1.68168
DQ_absDepth_95th_per_region_30cm_NPSRF_13,1.21471
DQ_absDepth_95th_per_region_30cm_NPSRF_14,1.30531
DQ_absDepth_95th_per_region_30cm_NPSRF_15,1.39467
DQ_absDepth_95th_per_region_30cm_NPSRF_16,1.2731
DQ_absDepth_95th_per_region_30cm_NPSRF_17,2.57562
DQ_absDepth_95th_per_region_30cm_NPSRF_18,2.28887
DQ_absDepth_95th_per_region_30cm_NPSRF_19,2.00329
DQ_absDepth_95th_per_region_30cm_NPSRF_20,2.6
DQ_absDepth_95th_per_region_30cm_NPSRF_21,1.32321
DQ_absDepth_95th_per_region_30cm_NPSRF_22,1.24466
DQ_absDepth_95th_per_region_30cm_NPSRF_23,1.8248
DQ_absDepth_95th_per_region_30cm_NPSRF_24,1.92427
DQ_absDepth_95th_per_region_30cm_NPSRF_25,1.91025
DQ_absDepth_95th_per_region_30cm_NPSRF_26,2.45512
DQ_absDepth_95th_per_region_30cm_NPSRF_27,1.23875
DQ_absDepth_95th_per_region_30cm_NPSRF_28,1.37361
DQ_absDepth_95th_per_region_30cm_NPSRF_29,1.32631
DQ_absDepth_95th_per_region_30cm_NPSRF_30,2.24596
DQ_absDepth_95th_per_region_30cm_NPSRF_31,2.63632
DQ_absDepth_95th_per_region_30cm_NPSRF_32,1.3358
DQ_absDepth_95th_per_region_30cm_NPSRF_33,2.06962
DQ_absDepth_95th_per_region_30cm_NPSRF_34,2.23812
DQ_absDepth_95th_per_region_30cm_NPSRF_35,1.67801
DQ_absDepth_95th_per_region_30cm_NPSRF_36,2.05643
DQ_absDepth_95th_FOV_30cm_NPSRF,1.75517
DQ_regDepth_worst_FOV_30cm_NPSRF,2.97156
DQ_regDepth_worst_FOV_NoCorners_30cm_NPSRF,2.97156
DQ_regDepth_median_FOV_30cm_NPSRF,-0.298278
DQ_regDepth_median_FOV_ARE_30cm_NPSRF,0.186494
DQ_regDepth_median_per_region_30cm_NPSRF_01,-0.0939154
DQ_regDepth_median_per_region_30cm_NPSRF_02,-0.0532297
DQ_regDepth_median_per_region_30cm_NPSRF_03,-0.350313
DQ_regDepth_median_per_region_30cm_NPSRF_04,-0.209148
DQ_regDepth_median_per_region_30cm_NPSRF_05,0.00347919
DQ_regDepth_median_per_region_30cm_NPSRF_06,0.0606888
DQ_regDepth_median_per_region_30cm_NPSRF_07,0.153879
DQ_regDepth_median_per_region_30cm_NPSRF_08,-0.0156615
