PhoenixVersion,3.7.2
SQ_spot_D4sigma_median_per_region_100cm_01,2.38535
SQ_spot_D4sigma_median_per_region_100cm_02,2.34368
SQ_spot_D4sigma_median_per_region_100cm_03,2.32332
SQ_spot_D4sigma_median_per_region_100cm_04,2.31605
SQ_spot_D4sigma_median_per_region_100cm_05,2.32215
SQ_spot_D4sigma_median_per_region_100cm_06,2.29771
SQ_spot_D4sigma_median_per_region_100cm_07,2.25931
SQ_spot_D4sigma_median_per_region_100cm_08,2.25357
SQ_spot_D4sigma_median_per_region_100cm_09,2.35901
SQ_spot_D4sigma_median_per_region_100cm_10,2.36271
SQ_spot_D4sigma_median_per_region_100cm_11,2.3125
SQ_spot_D4sigma_median_per_region_100cm_12,2.29751
SQ_spot_D4sigma_median_per_region_100cm_13,2.30778
SQ_spot_D4sigma_median_per_region_100cm_14,2.27693
SQ_spot_D4sigma_median_per_region_100cm_15,2.21427
SQ_spot_D4sigma_median_per_region_100cm_16,2.20656
SQ_spot_D4sigma_median_per_region_100cm_17,2.23841
SQ_spot_D4sigma_median_per_region_100cm_18,2.22228
SQ_spot_D4sigma_median_per_region_100cm_19,2.17934
SQ_spot_D4sigma_median_per_region_100cm_20,2.18065
SQ_spot_D4sigma_median_per_region_100cm_21,2.29227
SQ_spot_D4sigma_median_per_region_100cm_22,2.27028
SQ_spot_D4sigma_median_per_region_100cm_23,2.25077
SQ_spot_D4sigma_median_per_region_100cm_24,2.21784
SQ_spot_D4sigma_median_per_region_100cm_25,2.34866
SQ_spot_D4sigma_median_per_region_100cm_26,2.37133
SQ_spot_D4sigma_median_per_region_100cm_27,2.29909
SQ_spot_D4sigma_median_per_region_100cm_28,2.33113
SQ_spot_D4sigma_median_per_region_100cm_29,2.32235
SQ_spot_D4sigma_median_per_region_100cm_30,2.29938
SQ_spot_D4sigma_median_per_region_100cm_31,2.23792
SQ_spot_D4sigma_median_per_region_100cm_32,2.30014
SQ_spot_D4sigma_median_per_region_100cm_33,2.31806
SQ_spot_D4sigma_median_per_region_100cm_34,2.3657
SQ_spot_D4sigma_median_per_region_100cm_35,2.28184
SQ_spot_D4sigma_median_per_region_100cm_36,2.36563
SQ_spot_D4sigma_95th_per_region_100cm_01,2.53724
SQ_spot_D4sigma_95th_per_region_100cm_02,2.48757
SQ_spot_D4sigma_95th_per_region_100cm_03,2.57281
SQ_spot_D4sigma_95th_per_region_100cm_04,2.45021
SQ_spot_D4sigma_95th_per_region_100cm_05,2.44582
SQ_spot_D4sigma_95th_per_region_100cm_06,2.49813
SQ_spot_D4sigma_95th_per_region_100cm_07,2.40982
SQ_spot_D4sigma_95th_per_region_100cm_08,2.36065
SQ_spot_D4sigma_95th_per_region_100cm_09,2.45834
SQ_spot_D4sigma_95th_per_region_100cm_10,2.5431
SQ_spot_D4sigma_95th_per_region_100cm_11,2.38475
SQ_spot_D4sigma_95th_per_region_100cm_12,2.43238
SQ_spot_D4sigma_95th_per_region_100cm_13,2.4352
SQ_spot_D4sigma_95th_per_region_100cm_14,2.44976
SQ_spot_D4sigma_95th_per_region_100cm_15,2.34231
SQ_spot_D4sigma_95th_per_region_100cm_16,2.30303
SQ_spot_D4sigma_95th_per_region_100cm_17,2.35269
SQ_spot_D4sigma_95th_per_region_100cm_18,2.32009
SQ_spot_D4sigma_95th_per_region_100cm_19,2.26216
SQ_spot_D4sigma_95th_per_region_100cm_20,2.25594
SQ_spot_D4sigma_95th_per_region_100cm_21,2.44723
SQ_spot_D4sigma_95th_per_region_100cm_22,2.31924
SQ_spot_D4sigma_95th_per_region_100cm_23,2.33827
SQ_spot_D4sigma_95th_per_region_100cm_24,2.36865
SQ_spot_D4sigma_95th_per_region_100cm_25,2.45886
SQ_spot_D4sigma_95th_per_region_100cm_26,2.52551
SQ_spot_D4sigma_95th_per_region_100cm_27,2.54741
SQ_spot_D4sigma_95th_per_region_100cm_28,2.49833
SQ_spot_D4sigma_95th_per_region_100cm_29,2.55696
SQ_spot_D4sigma_95th_per_region_100cm_30,2.47289
SQ_spot_D4sigma_95th_per_region_100cm_31,2.41493
SQ_spot_D4sigma_95th_per_region_100cm_32,2.3762
SQ_spot_D4sigma_95th_per_region_100cm_33,2.42747
SQ_spot_D4sigma_95th_per_region_100cm_34,2.42976
SQ_spot_D4sigma_95th_per_region_100cm_35,2.3619
SQ_spot_D4sigma_95th_per_region_100cm_36,2.76166
SQ_spot_D4sigma_95th_FOV_100cm,2.45082
SQ_spot_D4sigma_macro_FOV_95th_100cm_1,2.34604
SQ_spot_D4sigma_macro_FOV_95th_100cm_2,2.36359
SQ_spot_D4sigma_macro_FOV_95th_100cm_3,2.42535
SQ_spot_D4sigma_macro_FOV_95th_100cm_4,2.44815
SQ_spot_D4sigma_macro_FOV_median_100cm_1,2.21945
SQ_spot_D4sigma_macro_FOV_median_100cm_2,2.21617
SQ_spot_D4sigma_macro_FOV_median_100cm_3,2.27116
SQ_spot_D4sigma_macro_FOV_median_100cm_4,2.27795
SQ_spot_D4sigma_macro_FOV_5th_100cm_1,2.10412
SQ_spot_D4sigma_macro_FOV_5th_100cm_2,2.1232
SQ_spot_D4sigma_macro_FOV_5th_100cm_3,2.16257
SQ_spot_D4sigma_macro_FOV_5th_100cm_4,2.136
SQ_spot_D4sigma_macro_extended_FOV_95th_100cm_1,2.41559
SQ_spot_D4sigma_macro_extended_FOV_95th_100cm_2,2.39835
SQ_spot_D4sigma_macro_extended_FOV_95th_100cm_3,2.4289
SQ_spot_D4sigma_macro_extended_FOV_95th_100cm_4,2.4481
SQ_spot_D4sigma_macro_extended_FOV_median_100cm_1,2.24134
SQ_spot_D4sigma_macro_extended_FOV_median_100cm_2,2.23031
SQ_spot_D4sigma_macro_extended_FOV_median_100cm_3,2.28267
SQ_spot_D4sigma_macro_extended_FOV_median_100cm_4,2.28958
SQ_spot_D4sigma_macro_extended_FOV_5th_100cm_1,2.10994
SQ_spot_D4sigma_macro_extended_FOV_5th_100cm_2,2.12444
SQ_spot_D4sigma_macro_extended_FOV_5th_100cm_3,2.16685
SQ_spot_D4sigma_macro_extended_FOV_5th_100cm_4,2.1412
SQ_spotPowerCorr_100cm,0.870901
SQ_signal_mult_PDE_median_per_region_100cm_01,0.480087
SQ_signal_mult_PDE_median_per_region_100cm_02,0.469105
SQ_signal_mult_PDE_median_per_region_100cm_03,0.479528
SQ_signal_mult_PDE_median_per_region_100cm_04,0.466352
SQ_signal_mult_PDE_median_per_region_100cm_05,0.49673
SQ_signal_mult_PDE_median_per_region_100cm_06,0.475346
SQ_signal_mult_PDE_median_per_region_100cm_07,0.488369
SQ_signal_mult_PDE_median_per_region_100cm_08,0.478961
SQ_signal_mult_PDE_median_per_region_100cm_09,0.483754
SQ_signal_mult_PDE_median_per_region_100cm_10,0.469621
SQ_signal_mult_PDE_median_per_region_100cm_11,0.4774
SQ_signal_mult_PDE_median_per_region_100cm_12,0.468675
SQ_signal_mult_PDE_median_per_region_100cm_13,0.473094
SQ_signal_mult_PDE_median_per_region_100cm_14,0.47231
SQ_signal_mult_PDE_median_per_region_100cm_15,0.478919
SQ_signal_mult_PDE_median_per_region_100cm_16,0.468285
SQ_signal_mult_PDE_median_per_region_100cm_17,0.607405
SQ_signal_mult_PDE_median_per_region_100cm_18,0.596655
SQ_signal_mult_PDE_median_per_region_100cm_19,0.60517
SQ_signal_mult_PDE_median_per_region_100cm_20,0.597145
SQ_signal_mult_PDE_median_per_region_100cm_21,0.475002
SQ_signal_mult_PDE_median_per_region_100cm_22,0.466451
SQ_signal_mult_PDE_median_per_region_100cm_23,0.480189
SQ_signal_mult_PDE_median_per_region_100cm_24,0.472454
SQ_signal_mult_PDE_median_per_region_100cm_25,0.477613
SQ_signal_mult_PDE_median_per_region_100cm_26,0.463955
SQ_signal_mult_PDE_median_per_region_100cm_27,0.471814
SQ_signal_mult_PDE_median_per_region_100cm_28,0.468163
SQ_signal_mult_PDE_median_per_region_100cm_29,0.477035
SQ_signal_mult_PDE_median_per_region_100cm_30,0.476579
SQ_signal_mult_PDE_median_per_region_100cm_31,0.4845
SQ_signal_mult_PDE_median_per_region_100cm_32,0.468799
SQ_signal_mult_PDE_median_per_region_100cm_33,0.479847
SQ_signal_mult_PDE_median_per_region_100cm_34,0.471187
SQ_signal_mult_PDE_median_per_region_100cm_35,0.47542
SQ_signal_mult_PDE_median_per_region_100cm_36,0.468489
SQ_signal_mult_PDE_95th_FOV_100cm,0.455019
SQ_signal_mult_PDE_RI_compensated_95th_FOV_100cm,0.323575
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_01,1.38015
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_02,1.34858
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_03,1.37855
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_04,1.34067
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_05,1.428
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_06,1.36652
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_07,1.40396
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_08,1.37692
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_09,1.3907
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_10,1.35007
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_11,1.37243
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_12,1.34735
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_13,1.36005
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_14,1.3578
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_15,1.3768
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_16,1.34622
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_17,1.74617
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_18,1.71526
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_19,1.73974
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_20,1.71667
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_21,1.36553
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_22,1.34095
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_23,1.38045
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_24,1.35821
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_25,1.37304
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_26,1.33378
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_27,1.35637
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_28,1.34588
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_29,1.37138
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_30,1.37007
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_31,1.39284
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_32,1.3477
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_33,1.37946
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_34,1.35457
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_35,1.36674
SQ_signal_mult_sqrt_PDE_median_per_region_100cm_36,1.34681
SQ_signal_mult_sqrt_PDE_95th_FOV_100cm,1.30809
SQ_signal_mult_sqrt_PDE_RI_compensated_95th_FOV_100cm,1.06909
SQ_signal_mult_sqrt_PDE_RI_compensated_5th_FOV_100cm,1.86684
SQ_EOL_spotEnergy_per_region_100cm_01,4.92969
SQ_EOL_spotEnergy_per_region_100cm_02,4.8125
SQ_EOL_spotEnergy_per_region_100cm_03,4.89062
SQ_EOL_spotEnergy_per_region_100cm_04,4.77344
SQ_EOL_spotEnergy_per_region_100cm_05,5.04688
SQ_EOL_spotEnergy_per_region_100cm_06,4.85156
SQ_EOL_spotEnergy_per_region_100cm_07,4.96875
SQ_EOL_spotEnergy_per_region_100cm_08,4.85156
SQ_EOL_spotEnergy_per_region_100cm_09,4.96875
SQ_EOL_spotEnergy_per_region_100cm_10,4.8125
SQ_EOL_spotEnergy_per_region_100cm_11,4.89062
SQ_EOL_spotEnergy_per_region_100cm_12,4.8125
SQ_EOL_spotEnergy_per_region_100cm_13,4.77344
SQ_EOL_spotEnergy_per_region_100cm_14,4.69531
SQ_EOL_spotEnergy_per_region_100cm_15,4.73438
SQ_EOL_spotEnergy_per_region_100cm_16,4.65625
SQ_EOL_spotEnergy_per_region_100cm_17,5.98438
SQ_EOL_spotEnergy_per_region_100cm_18,5.90625
SQ_EOL_spotEnergy_per_region_100cm_19,5.98438
SQ_EOL_spotEnergy_per_region_100cm_20,5.90625
SQ_EOL_spotEnergy_per_region_100cm_21,4.77344
SQ_EOL_spotEnergy_per_region_100cm_22,4.65625
SQ_EOL_spotEnergy_per_region_100cm_23,4.8125
SQ_EOL_spotEnergy_per_region_100cm_24,4.73438
SQ_EOL_spotEnergy_per_region_100cm_25,4.85156
SQ_EOL_spotEnergy_per_region_100cm_26,4.77344
SQ_EOL_spotEnergy_per_region_100cm_27,4.85156
SQ_EOL_spotEnergy_per_region_100cm_28,4.77344
SQ_EOL_spotEnergy_per_region_100cm_29,4.85156
SQ_EOL_spotEnergy_per_region_100cm_30,4.77344
SQ_EOL_spotEnergy_per_region_100cm_31,4.85156
SQ_EOL_spotEnergy_per_region_100cm_32,4.77344
SQ_EOL_spotEnergy_per_region_100cm_33,4.85156
SQ_EOL_spotEnergy_per_region_100cm_34,4.8125
SQ_EOL_spotEnergy_per_region_100cm_35,4.85156
SQ_EOL_spotEnergy_per_region_100cm_36,4.85156
SQ_mean_temp_100cm,40.9727
SQ_mean_vbd_100cm,409.783
SQ_range_temp_100cm,1.23047
SQ_range_vbd_100cm,15
SQ_refNorm_performed_100cm,1
SQ_refNorm_surfaceFit_SSE_100cm,0.000233635
SQ_refNorm_surfaceFit_RMSE_100cm,0.000129721
SQ_refNorm_maskHist_promRatio_100cm,0.0158248
SQ_refNorm_maskHist_pk1Width_100cm,0.0510013
SQ_refNorm_maskHist_pk2Width_100cm,0.0733984
SQ_refNorm_maskHist_pk1center_100cm,0.9575
SQ_refNorm_maskHist_pk2center_100cm,1.9975
SQ_refNorm_maskHist_bounds_100cm,0
SQ_refNorm_reflectivity_ratio_100cm,2.08778
TestSpotQuality_error_id,
TestSpotQuality_error_msg,
SF_Spots99pDistToNominal_15cm,3.98841
SF_numSpotsOutTol_15cm,0
SF_missing_spots_15cm_1,0
SF_missing_spots_15cm_2,0
SF_Tz_mm_15cm,-0.0307019
SF_Rz_mrad_15cm,0.904991
SF_Txy_mm_15cm_1,0.0152502
SF_Txy_mm_15cm_2,0.0227308
SF_Rz_DOE2VCSEL_mrads_15cm,-0.754253
SF_Rz_DOE2Rx_mrads_15cm,-1.01585
SF_Rz_VCSEL2Rx_mrads_15cm,-0.261601
SQ_spot_D4sigma_median_per_region_15cm_01,nan
SQ_spot_D4sigma_median_per_region_15cm_02,nan
SQ_spot_D4sigma_median_per_region_15cm_03,2.281
SQ_spot_D4sigma_median_per_region_15cm_04,2.3377
SQ_spot_D4sigma_median_per_region_15cm_05,nan
SQ_spot_D4sigma_median_per_region_15cm_06,nan
SQ_spot_D4sigma_median_per_region_15cm_07,2.29486
SQ_spot_D4sigma_median_per_region_15cm_08,2.35996
SQ_spot_D4sigma_median_per_region_15cm_09,nan
SQ_spot_D4sigma_median_per_region_15cm_10,nan
SQ_spot_D4sigma_median_per_region_15cm_11,2.28714
SQ_spot_D4sigma_median_per_region_15cm_12,2.35031
SQ_spot_D4sigma_median_per_region_15cm_13,nan
SQ_spot_D4sigma_median_per_region_15cm_14,nan
SQ_spot_D4sigma_median_per_region_15cm_15,2.27789
SQ_spot_D4sigma_median_per_region_15cm_16,2.33574
SQ_spot_D4sigma_median_per_region_15cm_17,nan
SQ_spot_D4sigma_median_per_region_15cm_18,nan
SQ_spot_D4sigma_median_per_region_15cm_19,2.325
SQ_spot_D4sigma_median_per_region_15cm_20,2.36083
SQ_spot_D4sigma_median_per_region_15cm_21,nan
SQ_spot_D4sigma_median_per_region_15cm_22,nan
SQ_spot_D4sigma_median_per_region_15cm_23,2.28146
SQ_spot_D4sigma_median_per_region_15cm_24,2.34826
SQ_spot_D4sigma_median_per_region_15cm_25,nan
SQ_spot_D4sigma_median_per_region_15cm_26,nan
SQ_spot_D4sigma_median_per_region_15cm_27,2.22648
SQ_spot_D4sigma_median_per_region_15cm_28,2.32424
SQ_spot_D4sigma_median_per_region_15cm_29,nan
SQ_spot_D4sigma_median_per_region_15cm_30,nan
SQ_spot_D4sigma_median_per_region_15cm_31,2.25631
SQ_spot_D4sigma_median_per_region_15cm_32,2.31443
SQ_spot_D4sigma_median_per_region_15cm_33,nan
SQ_spot_D4sigma_median_per_region_15cm_34,nan
SQ_spot_D4sigma_median_per_region_15cm_35,2.18555
SQ_spot_D4sigma_median_per_region_15cm_36,2.31668
SQ_spot_D4sigma_95th_per_region_15cm_01,nan
SQ_spot_D4sigma_95th_per_region_15cm_02,nan
SQ_spot_D4sigma_95th_per_region_15cm_03,2.34809
SQ_spot_D4sigma_95th_per_region_15cm_04,2.39153
SQ_spot_D4sigma_95th_per_region_15cm_05,nan
SQ_spot_D4sigma_95th_per_region_15cm_06,nan
SQ_spot_D4sigma_95th_per_region_15cm_07,2.37927
SQ_spot_D4sigma_95th_per_region_15cm_08,2.50126
SQ_spot_D4sigma_95th_per_region_15cm_09,nan
SQ_spot_D4sigma_95th_per_region_15cm_10,nan
SQ_spot_D4sigma_95th_per_region_15cm_11,2.35018
SQ_spot_D4sigma_95th_per_region_15cm_12,2.40763
SQ_spot_D4sigma_95th_per_region_15cm_13,nan
SQ_spot_D4sigma_95th_per_region_15cm_14,nan
SQ_spot_D4sigma_95th_per_region_15cm_15,2.42322
SQ_spot_D4sigma_95th_per_region_15cm_16,2.39651
SQ_spot_D4sigma_95th_per_region_15cm_17,nan
SQ_spot_D4sigma_95th_per_region_15cm_18,nan
SQ_spot_D4sigma_95th_per_region_15cm_19,2.3911
SQ_spot_D4sigma_95th_per_region_15cm_20,2.46998
SQ_spot_D4sigma_95th_per_region_15cm_21,nan
SQ_spot_D4sigma_95th_per_region_15cm_22,nan
SQ_spot_D4sigma_95th_per_region_15cm_23,2.40805
SQ_spot_D4sigma_95th_per_region_15cm_24,2.43718
SQ_spot_D4sigma_95th_per_region_15cm_25,nan
SQ_spot_D4sigma_95th_per_region_15cm_26,nan
SQ_spot_D4sigma_95th_per_region_15cm_27,2.30632
SQ_spot_D4sigma_95th_per_region_15cm_28,2.3761
SQ_spot_D4sigma_95th_per_region_15cm_29,nan
SQ_spot_D4sigma_95th_per_region_15cm_30,nan
SQ_spot_D4sigma_95th_per_region_15cm_31,2.32632
SQ_spot_D4sigma_95th_per_region_15cm_32,2.41824
SQ_spot_D4sigma_95th_per_region_15cm_33,nan
SQ_spot_D4sigma_95th_per_region_15cm_34,nan
SQ_spot_D4sigma_95th_per_region_15cm_35,2.26065
SQ_spot_D4sigma_95th_per_region_15cm_36,2.81337
SQ_spot_D4sigma_95th_FOV_15cm,2.40897
SQ_spot_D4sigma_macro_FOV_95th_15cm_1,2.43969
SQ_spot_D4sigma_macro_FOV_95th_15cm_2,2.39126
SQ_spot_D4sigma_macro_FOV_median_15cm_1,2.35916
SQ_spot_D4sigma_macro_FOV_median_15cm_2,2.29957
SQ_spot_D4sigma_macro_FOV_5th_15cm_1,2.27195
SQ_spot_D4sigma_macro_FOV_5th_15cm_2,2.2258
SQ_spot_D4sigma_macro_extended_FOV_95th_15cm_1,2.43851
SQ_spot_D4sigma_macro_extended_FOV_95th_15cm_2,2.39061
SQ_spot_D4sigma_macro_extended_FOV_median_15cm_1,2.35278
SQ_spot_D4sigma_macro_extended_FOV_median_15cm_2,2.2898
SQ_spot_D4sigma_macro_extended_FOV_5th_15cm_1,2.25933
SQ_spot_D4sigma_macro_extended_FOV_5th_15cm_2,2.18532
MacroSpotQualityTester_error_id,
MacroSpotQualityTester_error_msg,
PSQ_W98P_wide_1,1.38542
PSQ_W98P_wide_2,1.32292
PSQ_W98P_wide_3,1.375
PSQ_W98P_wide_4,1.33334
PSQ_W95P_wide_1,1.125
PSQ_W95P_wide_2,1.09375
PSQ_W95P_wide_3,1.13542
PSQ_W95P_wide_4,1.11459
PSQ_W90P_wide_1,0.94792
PSQ_W90P_wide_2,0.937503
PSQ_W90P_wide_3,0.94792
PSQ_W90P_wide_4,0.94792
PSQ_W85P_wide_1,0.833336
PSQ_W85P_wide_2,0.833336
PSQ_W85P_wide_3,0.843753
PSQ_W85P_wide_4,0.843753
PSQ_W80P_wide_1,0.750002
PSQ_W80P_wide_2,0.750002
PSQ_W80P_wide_3,0.770836
PSQ_W80P_wide_4,0.760419
PSQ_W50P_wide_1,0.416668
PSQ_W50P_wide_2,0.416668
PSQ_W50P_wide_3,0.427085
PSQ_W50P_wide_4,0.427085
PSQ_FW0_5M_wide_1,0.791669
PSQ_FW0_5M_wide_2,0.802086
PSQ_FW0_5M_wide_3,0.791669
PSQ_FW0_5M_wide_4,0.802086
PSQ_FW0_1M_wide_1,1.22917
PSQ_FW0_1M_wide_2,1.20834
PSQ_FW0_1M_wide_3,1.23959
PSQ_FW0_1M_wide_4,1.23959
PSQ_FW0_01M_wide_1,1.73959
PSQ_FW0_01M_wide_2,1.68751
PSQ_FW0_01M_wide_3,1.75001
PSQ_FW0_01M_wide_4,1.70834
PSQ_Bin1PercentOfPeak_wide_1,0
PSQ_Bin1PercentOfPeak_wide_2,0
PSQ_Bin1PercentOfPeak_wide_3,0
PSQ_Bin1PercentOfPeak_wide_4,0
PSQ_W98P_narrow_1,1.16667
PSQ_W98P_narrow_2,1.10417
PSQ_W98P_narrow_3,1.15625
PSQ_W98P_narrow_4,1.125
PSQ_W95P_narrow_1,0.91667
PSQ_W95P_narrow_2,0.885419
PSQ_W95P_narrow_3,0.927086
PSQ_W95P_narrow_4,0.91667
PSQ_W90P_narrow_1,0.750002
PSQ_W90P_narrow_2,0.739586
PSQ_W90P_narrow_3,0.760419
PSQ_W90P_narrow_4,0.760419
PSQ_W85P_narrow_1,0.656252
PSQ_W85P_narrow_2,0.635419
PSQ_W85P_narrow_3,0.666669
PSQ_W85P_narrow_4,0.666669
PSQ_W80P_narrow_1,0.572918
PSQ_W80P_narrow_2,0.572918
PSQ_W80P_narrow_3,0.593752
PSQ_W80P_narrow_4,0.593752
PSQ_W50P_narrow_1,0.302084
PSQ_W50P_narrow_2,0.302084
PSQ_W50P_narrow_3,0.312501
PSQ_W50P_narrow_4,0.312501
PSQ_FW0_5M_narrow_1,0.531252
PSQ_FW0_5M_narrow_2,0.531252
PSQ_FW0_5M_narrow_3,0.562502
PSQ_FW0_5M_narrow_4,0.562502
PSQ_FW0_1M_narrow_1,0.94792
PSQ_FW0_1M_narrow_2,0.937503
PSQ_FW0_1M_narrow_3,0.968753
PSQ_FW0_1M_narrow_4,0.968753
PSQ_FW0_01M_narrow_1,1.42709
PSQ_FW0_01M_narrow_2,1.39584
PSQ_FW0_01M_narrow_3,1.45834
PSQ_FW0_01M_narrow_4,1.42709
PSQ_Bin1PercentOfPeak_narrow_1,0
PSQ_Bin1PercentOfPeak_narrow_2,0
PSQ_Bin1PercentOfPeak_narrow_3,0
PSQ_Bin1PercentOfPeak_narrow_4,0
PSQ_wide_wiggle_amp_1,0.0901718
PSQ_wide_wiggle_amp_2,0.0456326
PSQ_wide_wiggle_amp_3,0.124005
PSQ_wide_wiggle_amp_4,0.0426138
PSQ_wide_wiggle_phase_1,-26.8249
PSQ_wide_wiggle_phase_2,-22.6497
PSQ_wide_wiggle_phase_3,-69.4631
PSQ_wide_wiggle_phase_4,-26.748
PSQ_wide_wiggle_period_1,15
PSQ_wide_wiggle_period_2,4.28571
PSQ_wide_wiggle_period_3,7.5
PSQ_wide_wiggle_period_4,4.28571
PSQ_wide_concave_height_1,0.0780751
PSQ_wide_concave_height_2,0.00359321
PSQ_wide_concave_height_3,0.0650353
PSQ_wide_concave_height_4,0
PSQ_wide_concave_length_1,6
PSQ_wide_concave_length_2,1
PSQ_wide_concave_length_3,5
PSQ_wide_concave_length_4,0
PSQ_wide_concave_location_1,42
PSQ_wide_concave_location_2,41
PSQ_wide_concave_location_3,40
PSQ_wide_concave_location_4,0
PSQ_narrow_wiggle_amp_1,0.0871353
PSQ_narrow_wiggle_amp_2,0.0583547
PSQ_narrow_wiggle_amp_3,0.104241
PSQ_narrow_wiggle_amp_4,0.0558107
PSQ_narrow_wiggle_phase_1,-56.0746
PSQ_narrow_wiggle_phase_2,-9.89743
PSQ_narrow_wiggle_phase_3,-52.4482
PSQ_narrow_wiggle_phase_4,-29.5648
PSQ_narrow_wiggle_period_1,7.5
PSQ_narrow_wiggle_period_2,3.75
PSQ_narrow_wiggle_period_3,7.5
PSQ_narrow_wiggle_period_4,3.75
PSQ_narrow_concave_height_1,0.0200695
PSQ_narrow_concave_height_2,0.0344515
PSQ_narrow_concave_height_3,0.0242936
PSQ_narrow_concave_height_4,0.0688844
PSQ_narrow_concave_length_1,2
PSQ_narrow_concave_length_2,2
PSQ_narrow_concave_length_3,2
PSQ_narrow_concave_length_4,1
PSQ_narrow_concave_location_1,41
PSQ_narrow_concave_location_2,39
PSQ_narrow_concave_location_3,37
PSQ_narrow_concave_location_4,40
PulseShapeQualityTester_error_id,
PulseShapeQualityTester_error_msg,
ST_stray_photons_median_per_region_01,1.00596
ST_stray_photons_median_per_region_02,0.923483
ST_stray_photons_median_per_region_03,0.922691
ST_stray_photons_median_per_region_04,0.837698
ST_stray_photons_median_per_region_05,1.08006
ST_stray_photons_median_per_region_06,1.02427
ST_stray_photons_median_per_region_07,0.908794
ST_stray_photons_median_per_region_08,0.81725
ST_stray_photons_median_per_region_09,0.941938
ST_stray_photons_median_per_region_10,0.836791
ST_stray_photons_median_per_region_11,0.818149
ST_stray_photons_median_per_region_12,0.752679
ST_stray_photons_median_per_region_13,0.864837
ST_stray_photons_median_per_region_14,0.505241
ST_stray_photons_median_per_region_15,0.62489
ST_stray_photons_median_per_region_16,0.414213
ST_stray_photons_median_per_region_17,0.943196
ST_stray_photons_median_per_region_18,0.548929
ST_stray_photons_median_per_region_19,0.661433
ST_stray_photons_median_per_region_20,0.448134
ST_stray_photons_median_per_region_21,0.940112
ST_stray_photons_median_per_region_22,0.527348
ST_stray_photons_median_per_region_23,0.616987
ST_stray_photons_median_per_region_24,0.438628
ST_stray_photons_median_per_region_25,1.28569
ST_stray_photons_median_per_region_26,1.12204
ST_stray_photons_median_per_region_27,0.980407
ST_stray_photons_median_per_region_28,0.944176
ST_stray_photons_median_per_region_29,1.36304
ST_stray_photons_median_per_region_30,1.09736
ST_stray_photons_median_per_region_31,0.983064
ST_stray_photons_median_per_region_32,0.983986
ST_stray_photons_median_per_region_33,1.41793
ST_stray_photons_median_per_region_34,1.08519
ST_stray_photons_median_per_region_35,0.959743
ST_stray_photons_median_per_region_36,0.927805
ST_stray_photons_95th_per_region_01,1.21518
ST_stray_photons_95th_per_region_02,1.21889
ST_stray_photons_95th_per_region_03,1.29899
ST_stray_photons_95th_per_region_04,1.11218
ST_stray_photons_95th_per_region_05,1.28922
ST_stray_photons_95th_per_region_06,1.35609
ST_stray_photons_95th_per_region_07,1.17475
ST_stray_photons_95th_per_region_08,1.06951
ST_stray_photons_95th_per_region_09,1.14163
ST_stray_photons_95th_per_region_10,1.12488
ST_stray_photons_95th_per_region_11,1.01454
ST_stray_photons_95th_per_region_12,0.959516
ST_stray_photons_95th_per_region_13,1.00829
ST_stray_photons_95th_per_region_14,0.60673
ST_stray_photons_95th_per_region_15,0.692716
ST_stray_photons_95th_per_region_16,0.477595
ST_stray_photons_95th_per_region_17,1.07171
ST_stray_photons_95th_per_region_18,0.661991
ST_stray_photons_95th_per_region_19,0.732835
ST_stray_photons_95th_per_region_20,0.51436
